Timestamp,Points,1. Your gender:,2. Your age:,3. Your region:,4. Your marital status:,5. Your status:,6. Your average monthly income:,7.What type of employment do you prefer?:,"8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.1. Flexible work schedule]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.2. Having an inspiring Business idea]","8. If Entrepreneurship is attractive to you, what motives might motivate you to engage in entrepreneurial activity (1 is the minimum value, 10 is the maximum value) [8.3. Unwillingness to work for someone]","8. If Entrepreneurship is attractive to you, what motives might motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.4. Prestige]","8. If Entrepreneurship is attractive to you, what motives might motivate you to engage in entrepreneurial activity (1 is the minimum value, 10 is the maximum value) [8.5. Try something new]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.6. Realization of your ambitions]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.7. Improve social status]","8. If Entrepreneurship is attractive to you, what motives can motivate you to engage in entrepreneurial activity (1-minimum value, 10-maximum value) [8.8. Financial independence]",9. The field of activity that you would choose for Entrepreneurship:,10. Your competitive advantage for engaging in Entrepreneurship (you can specify several characteristics):,11. Select programs/funds/organizations/resources that you know of to support entrepreneurship:,"12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.1. Opportunity to learn]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.2. Favorable financing conditions]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.3. Availability of information]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.4. Notoriety]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.5. Competence and qualifications of employees]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.6. Non-obligation to return money]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.7. Industry affiliation]","12. Rate the criteria that are important when choosing a business support program: (1 - minimum value, 10 - maximum value) [12.8. Recommendations]","12. Rate the criteria that are important when choosing a program to support entrepreneurship: (1 - minimum value, 10 - maximum value) [12.9. Support and bringing to the result]",13. Rate on a 5-point scale your interest in starting your own business in the tourism industry:,14. Factors that may attract you to the tourism industry for Entrepreneurship: (Select all applicable answers),"15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.1. Bureaucracy]","15. Obstacles that stand in the way of youth engaging in innovative entrepreneurship in the field of tourism: (1- minimum value, 10- maximum value) [15.2. High taxes]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.3. Corruption]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1- minimum value, 10- maximum value) [15.4. Lack of knowledge of the market]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.5. Lack of information on government support for business]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.6. Lack of support from the state]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.7. Lack of self-confidence or fear of failure]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1- minimum value, 10- maximum value) [15.8. Lack of business education or experience]","15.Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.9. Lack of a team of like-minded people]","15. Obstacles that stand in the way of young people engaging in innovative entrepreneurship in the field of tourism: (1 - minimum value, 10 - maximum value) [15.10. Difficulties of running a business]",16.What innovative solutions do you think could significantly improve tourism in Kazakhstan?
26.08.2024 15:04:32,,1.2. Female,2.4. 31 - 35 years old,3.16. Ulytau region,4.1. Married,5.3. Working specialist,6.2. 150 000 tg – 300 000 tg,7.2. Employment with guaranteed income.,1,10,10,10,10,10,10,10,9.2. Healthcare,"10.2. Willingness to take risks, 10.6. Planning, 10.10. Financial literacy","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.4. State program ""Business Roadmap - 2025"", 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.6.Grants for startups, 11.8. Educational courses and seminars on entrepreneurship, 11.9.Online Resources and Platforms for Entrepreneurs",10,10,10,10,10,10,10,10,10,5,"14.1. Quick start without initial investment, 14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",1,10,10,10,10,10,10,10,10,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 15:06:54,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.1. Married,5.1. Student,6.5. No income,7.2. Employment with guaranteed income.,10,8,10,5,9,9,8,10,9.4. Art,"10.2. Willingness to take risks, 10.7. Stress resistance, 10.8. Creative thinking",11.11. No knowledge of such resources,10,9,10,7,9,7,9,9,10,2,"14.4. International Bisuness, 14.6. Trips",10,10,10,10,10,10,10,10,10,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 15:13:46,,1.2. Female,2.3. 26 - 30 years old,3.18. Astana city,4.2. Not married,5.2. Civil servant,6.3. 300 000 tg – 500 000 tg,7.3. Entrepreneurship,3,2,3,3,3,3,3,3,9.12. Trade,"10.1. Analytics, 10.2. Willingness to take risks, 10.3. Communication skills, 10.4. Leadership, 10.5. Problem solving skills, 10.6. Planning, 10.7. Stress resistance, 10.8. Creative thinking","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.5.National Chamber of Entrepreneurs ""Atameken""",10,10,10,10,10,10,10,10,10,4,"14.1. Quick start without initial investment, 14.4. International Bisuness, 14.7. Financial support for start-up entrepreneurs",10,10,10,10,10,10,10,10,10,10,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 15:14:44,,1.2. Female,2.4. 31 - 35 years old,3.18. Astana city,4.1. Married,5.4. Entrepreneur,6.3. 300 000 tg – 500 000 tg,7.3. Entrepreneurship,10,10,5,7,8,8,10,10,9.9. Entertainment and leisure,"10.2. Willingness to take risks, 10.4. Leadership","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.4. State program ""Business Roadmap - 2025"", 11.5.National Chamber of Entrepreneurs ""Atameken""",5,6,5,1,4,10,10,7,10,3,"14.3. Possibility of creating a family business, 14.6. Trips",10,10,10,4,9,10,5,10,6,6,"16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 15:17:16,,1.2. Female,2.3. 26 - 30 years old,3.9. Karaganda region,4.1. Married,5.2. Civil servant,6.2. 150 000 tg – 300 000 tg,7.1. Civil service,10,10,10,10,10,10,10,10,9.12. Trade,"10.1. Analytics, 10.2. Willingness to take risks, 10.3. Communication skills, 10.4. Leadership, 10.5. Problem solving skills, 10.6. Planning, 10.7. Stress resistance, 10.8. Creative thinking, 10.9. Project management, 10.10. Financial literacy","11.1. JSC ""Entrepreneurship Development Fund ""Damu""",10,10,10,10,10,10,10,10,10,3,"14.1. Quick start without initial investment, 14.2. Opportunities for innovation, 14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",7,6,7,9,6,5,5,10,10,10,16.7. Development of universal mobile applications for travel planning and booking services
26.08.2024 15:18:56,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.2. Not married,5.1. Student,6.2. 150 000 tg – 300 000 tg,7.1. Civil service,7,10,2,8,10,8,6,10,9.2. Healthcare,"10.2. Willingness to take risks, 10.5. Problem solving skills, 10.7. Stress resistance, 10.10. Financial literacy","11.2.JSC National Management Holding Baiterek, 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.8. Educational courses and seminars on entrepreneurship, 11.9.Online Resources and Platforms for Entrepreneurs",9,5,7,9,10,7,3,10,8,3,"14.3. Possibility of creating a family business, 14.5. Independence and flexibility in work",2,7,8,6,9,10,1,4,4,2,"16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 15:26:22,,1.2. Female,2.3. 26 - 30 years old,3.16. Ulytau region,4.1. Married,Maternity leave ,6.3. 300 000 tg – 500 000 tg,7.3. Entrepreneurship,1,2,3,1,2,3,1,2,9.1. Hotel sector,10.1. Analytics,"11.1. JSC ""Entrepreneurship Development Fund ""Damu""",1,2,1,2,1,2,1,2,1,3,14.5. Independence and flexibility in work,2,2,2,2,2,2,2,2,2,2,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services, "
26.08.2024 15:38:39,,1.1. Male,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,Furniture maker,6.4. More than 500 000 tg,Furniture maker,10,10,10,10,10,10,10,10,Furniture,Firnuture,11.11. No knowledge of such resources,10,10,10,10,10,10,10,10,10,1,14.3. Possibility of creating a family business,10,10,10,10,10,10,10,10,10,10,16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR
26.08.2024 15:57:24,,1.2. Female,2.3. 26 - 30 years old,3.9. Karaganda region,4.1. Married,5.2. Civil servant,6.1. 85 000 tg - 150 000 tg,7.1. Civil service,1,2,1,1,1,1,1,3,9.2. Healthcare,"10.3. Communication skills, 10.4. Leadership, 10.7. Stress resistance","11.1. JSC ""Entrepreneurship Development Fund ""Damu""",2,2,3,1,2,1,2,2,1,1,14.1. Quick start without initial investment,1,4,10,1,4,6,1,3,1,1,16.7. Development of universal mobile applications for travel planning and booking services
26.08.2024 15:58:58,,1.2. Female,2.3. 26 - 30 years old,3.9. Karaganda region,4.1. Married,5.6. Unemployed,6.5. No income,7.2. Employment with guaranteed income.,5,2,2,2,2,2,2,2,9.9. Entertainment and leisure,"10.2. Willingness to take risks, 10.3. Communication skills, 10.5. Problem solving skills, 10.7. Stress resistance, 10.10. Financial literacy",11.11. No knowledge of such resources,5,5,5,5,5,2,2,9,9,3,14.5. Independence and flexibility in work,3,3,3,3,3,3,3,3,3,3,Доступная цена за лучшие условия проживания
26.08.2024 16:02:24,,1.2. Female,2.1. 18 - 22 years old,3.9. Karaganda region,4.2. Not married,5.1. Student,6.5. No income,7.2. Employment with guaranteed income.,4,2,8,10,9,10,10,10,9.7. Catering,"10.2. Willingness to take risks, 10.3. Communication skills, 10.5. Problem solving skills, 10.7. Stress resistance, 10.8. Creative thinking, 10.10. Financial literacy",11.11. No knowledge of such resources,10,10,9,6,10,6,6,10,10,4,"14.1. Quick start without initial investment, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",1,9,1,9,10,8,10,10,10,10,"16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 16:05:47,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.2. Not married,5.1. Student,6.5. No income,7.3. Entrepreneurship,8,9,2,10,10,7,8,10,9.7. Catering,"10.1. Analytics, 10.2. Willingness to take risks, 10.6. Planning, 10.8. Creative thinking","11.5.National Chamber of Entrepreneurs ""Atameken"", 11.11. No knowledge of such resources",9,9,7,8,6,6,7,7,8,3,14.7. Financial support for start-up entrepreneurs,1,1,1,2,3,4,8,9,10,10,"16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 16:07:11,,1.1. Male,2.4. 31 - 35 years old,3.16. Ulytau region,4.1. Married,5.3. Working specialist,6.4. More than 500 000 tg,7.3. Entrepreneurship,3,3,3,3,3,3,3,3,9.13. Transport,"10.1. Analytics, 10.2. Willingness to take risks, 10.3. Communication skills, 10.4. Leadership, 10.5. Problem solving skills, 10.6. Planning, 10.7. Stress resistance, 10.8. Creative thinking, 10.9. Project management, 10.10. Financial literacy","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.3. JSC ""Qazaqstan Investment Corporation"", 11.4. State program ""Business Roadmap - 2025"", 11.5.National Chamber of Entrepreneurs ""Atameken"", 11.6.Grants for startups, 11.7. Consulting and mentoring from experienced entrepreneurs, 11.8. Educational courses and seminars on entrepreneurship, 11.9.Online Resources and Platforms for Entrepreneurs, 11.10.Private Business Incubators and Accelerators, 11.11. No knowledge of such resources, ",3,3,3,3,3,3,3,3,3,5,"14.1. Quick start without initial investment, 14.2. Opportunities for innovation, 14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips, 14.7. Financial support for start-up entrepreneurs",3,3,3,3,3,3,3,3,3,3,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 16:10:07,,1.1. Male,2.4. 31 - 35 years old,3.9. Karaganda region,4.2. Not married,5.3. Working specialist,6.1. 85 000 tg - 150 000 tg,7.3. Entrepreneurship,3,3,3,3,3,3,3,3,9.8. Industry,10.8. Creative thinking,"11.4. State program ""Business Roadmap - 2025""",2,2,2,2,2,2,2,2,2,5,14.7. Financial support for start-up entrepreneurs,2,2,2,2,2,2,2,2,2,2,"16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells"
26.08.2024 16:17:22,,1.2. Female,2.2. 23 - 25 years old,3.9. Karaganda region,4.1. Married,5.3. Working specialist,6.3. 300 000 tg – 500 000 tg,7.3. Entrepreneurship,3,3,2,3,3,3,2,3,9.12. Trade,"10.2. Willingness to take risks, 10.5. Problem solving skills, 10.7. Stress resistance","11.1. JSC ""Entrepreneurship Development Fund ""Damu""",3,3,3,2,2,3,3,2,3,1,"14.1. Quick start without initial investment, 14.5. Independence and flexibility in work, 14.7. Financial support for start-up entrepreneurs",3,3,2,3,2,2,3,2,3,3,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts"
26.08.2024 16:38:56,,1.2. Female,2.4. 31 - 35 years old,3.16. Ulytau region,4.1. Married,5.3. Working specialist,6.3. 300 000 tg – 500 000 tg,7.2. Employment with guaranteed income.,10,10,10,10,10,10,10,10,9.14. Tourism,"10.3. Communication skills, 10.5. Problem solving skills, 10.6. Planning, 10.7. Stress resistance, 10.8. Creative thinking, 10.10. Financial literacy","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.6.Grants for startups",10,10,10,10,10,10,10,10,10,5,"14.3. Possibility of creating a family business, 14.4. International Bisuness, 14.5. Independence and flexibility in work, 14.6. Trips",1,1,1,1,1,1,1,1,1,1,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 16:46:23,,1.1. Male,2.4. 31 - 35 years old,3.16. Ulytau region,4.1. Married,5.5. Freelancer / self-employed,6.4. More than 500 000 tg,7.3. Entrepreneurship,10,9,9,9,9,9,9,10,9.11. Construction,"10.3. Communication skills, 10.5. Problem solving skills, 10.7. Stress resistance, 10.9. Project management","11.1. JSC ""Entrepreneurship Development Fund ""Damu"", 11.2.JSC National Management Holding Baiterek, 11.4. State program ""Business Roadmap - 2025"", 11.6.Grants for startups, 11.7. Consulting and mentoring from experienced entrepreneurs",10,9,1,5,1,1,6,3,10,2,"14.2. Opportunities for innovation, 14.5. Independence and flexibility in work",10,8,10,7,10,10,1,5,5,4,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.4. Development of neural interfaces that allow tourists to interact with tourism applications and services using thoughts, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.6. Creating ""digital avatars"" of tourists that can represent them in an online environment and interact with other tourists and locals, 16.7. Development of universal mobile applications for travel planning and booking services"
26.08.2024 16:57:38,,1.2. Female,2.1. 18 - 22 years old,3.16. Ulytau region,4.2. Not married,5.1. Student,6.5. No income,7.2. Employment with guaranteed income.,5,5,7,6,9,7,5,6,9.14. Tourism,"10.2. Willingness to take risks, 10.4. Leadership, 10.8. Creative thinking",11.11. No knowledge of such resources,5,7,5,6,4,4,5,5,5,4,"14.2. Opportunities for innovation, 14.3. Possibility of creating a family business, 14.6. Trips",3,5,4,5,5,4,4,4,5,4,"16.1. Development of holographic guides that can accompany tourists to historical sites and attractions, 16.2. Implementation of artificial intelligence technologies to create digital twins of tourist sites that can be explored online or via VR, 16.3.Creating smart tours using biosensors that analyze tourists' emotions and states to offer personalized routes, 16.5.Implementation of 4D technologies, creating multidimensional tours that immerse you in the atmosphere of a place not only visually, but also tactilely and through smells, 16.7. Development of universal mobile applications for travel planning and booking services"
